,fare_amount,pickup_datetime,passenger_count,distance_travelled,fare_per_km
1241,12.9,2009-12-14 10:05:46+00:00,1,0.46404657659762133,27.7989336643371
164650,4.5,2015-02-03 06:49:18+00:00,1,0.16202260550769204,27.77390220271678
137503,5.7,2010-04-30 10:11:57+00:00,1,0.2053905336310754,27.75200930262151
53477,3.5,2013-11-28 13:21:13+00:00,1,0.12652078848070705,27.663438096054147
124711,4.0,2013-06-20 10:07:00+00:00,1,0.14485929873126852,27.613001271119522
98228,4.1,2012-05-19 09:33:00+00:00,1,0.14849867113055903,27.60967467779767
192991,7.5,2015-02-02 10:38:29+00:00,5,0.2717441945637875,27.59948565613054
94471,11.7,2010-04-22 21:45:00+00:00,5,0.42406537153721047,27.590085834144464
11111,4.5,2009-09-29 10:48:00+00:00,1,0.1631325602008928,27.584928443827437
87395,8.0,2014-06-05 13:25:02+00:00,1,0.2901715762444077,27.56989538238475
131646,7.7,2010-05-14 19:22:00+00:00,6,0.2794126735189416,27.55780510248763
87357,4.0,2014-05-16 11:16:00+00:00,2,0.14553059516989242,27.48562936426117
187365,6.1,2011-01-08 20:41:00+00:00,3,0.22230950871516889,27.43922216937443
193908,6.5,2009-04-06 08:46:00+00:00,1,0.23698427970716898,27.42797964502862
176187,13.5,2012-12-06 07:58:45+00:00,2,0.4929913709814558,27.383846441620197
115063,4.0,2013-07-31 09:03:58+00:00,1,0.14622353956458628,27.355376650783494
51635,5.0,2013-02-06 15:20:00+00:00,1,0.1830825387109729,27.31008667021684
198698,6.0,2013-12-05 23:25:00+00:00,5,0.2202167448614213,27.245884520614904
149794,9.7,2009-12-12 20:42:33+00:00,4,0.3563846829704068,27.217780290533586
108788,2.9,2009-05-20 12:37:35+00:00,1,0.1068149634419003,27.149754178190513
144417,5.7,2012-04-21 01:59:00+00:00,2,0.21028436509337176,27.10615217383875
101102,4.5,2009-04-15 09:48:12+00:00,1,0.16639655976993564,27.0438283473037
43585,3.7,2009-07-30 21:35:00+00:00,1,0.13697797710927934,27.011641419176353
84251,6.5,2010-11-13 17:57:00+00:00,5,0.2406427177879306,27.01099812930224
118143,5.0,2015-03-20 13:22:56+00:00,1,0.18530378269502926,26.982719549923814
77526,6.9,2012-07-18 19:06:00+00:00,1,0.256413210575197,26.909689966915618
35414,7.3,2011-03-08 23:18:00+00:00,2,0.2713718727098482,26.90035605792199
186443,8.9,2011-02-23 15:57:00+00:00,1,0.3311445497055214,26.876480400823596
24898,4.1,2011-07-22 01:37:00+00:00,1,0.1530388449981392,26.790583789689812
199995,3.0,2012-10-28 10:49:00+00:00,1,0.11221024486769245,26.735526720731357
6160,7.3,2010-09-07 02:24:19+00:00,1,0.2731935399130091,26.72098323527153
32102,3.0,2012-09-30 12:13:00+00:00,1,0.11231025384183518,26.71171952139699
5806,6.1,2011-07-07 14:52:25+00:00,1,0.2285813293327695,26.686344058834297
27070,3.7,2010-07-16 19:56:00+00:00,5,0.13892547349733514,26.63298462733671
114201,6.1,2010-07-08 16:28:00+00:00,1,0.2291048441942548,26.62536456377978
92956,10.1,2010-09-16 23:48:45+00:00,1,0.3798619118537412,26.58860939943044
77595,10.1,2011-11-05 17:16:00+00:00,4,0.38088186793779844,26.51740828379214
131858,2.5,2011-03-12 20:19:12+00:00,2,0.09428751570254042,26.514644928041537
140750,2.5,2013-05-14 21:57:00+00:00,5,0.09431831555278876,26.505986513306443
152883,3.0,2013-10-17 03:10:23+00:00,1,0.11331268136077846,26.475412672022482
17557,9.3,2009-02-23 14:59:00+00:00,1,0.35145181811550436,26.461664218631423
143001,4.9,2010-04-09 19:33:06+00:00,4,0.1852516188888673,26.450511090753366
135489,3.7,2012-03-12 21:30:00+00:00,1,0.13996747412991437,26.434712943135285
152705,5.5,2013-12-28 09:30:32+00:00,1,0.20843921372597904,26.386589652129846
32349,3.5,2014-10-07 11:36:00+00:00,1,0.1328946245330651,26.336655920414415
7424,3.7,2010-06-08 10:11:00+00:00,3,0.1405064541564155,26.333309898213376
183216,8.5,2011-09-24 08:51:00+00:00,6,0.3234911023226579,26.275838621125022
84318,5.0,2015-02-06 17:36:07+00:00,1,0.19045561622250906,26.25283569563266
110752,4.0,2014-07-10 12:03:52+00:00,1,0.15274959521644246,26.18664877201211
109707,6.9,2009-02-06 07:12:00+00:00,1,0.263551272351162,26.18086392998428
4725,2.5,2009-09-06 16:54:00+00:00,1,0.09552480398604621,26.171213084773118
141456,6.5,2015-03-13 16:30:38+00:00,1,0.24839259879540404,26.168251516036186
133706,7.0,2012-10-27 09:56:00+00:00,1,0.2676476257061412,26.15379075951722
166095,5.7,2011-10-09 00:13:26+00:00,1,0.21798457596339654,26.148639071404443
193815,2.5,2014-04-04 19:48:43+00:00,1,0.09571606304516124,26.118917979529073
101342,4.0,2014-08-20 18:27:31+00:00,1,0.1531885088879788,26.11161913538211
28517,5.5,2015-04-11 21:46:21+00:00,2,0.21069365764171702,26.10425041532436
144848,2.9,2011-05-13 14:48:08+00:00,3,0.11165874545724679,25.97199160822012
1149,5.0,2014-12-05 20:43:01+00:00,1,0.19254537913931646,25.96790440960021
34506,4.5,2013-06-20 17:24:56+00:00,2,0.17329716409901344,25.966956951637837
159316,6.1,2011-10-14 17:52:00+00:00,1,0.23565986018221324,25.88476457247939
140057,3.5,2013-09-10 20:46:00+00:00,1,0.13540247007068087,25.84886374800238
169733,4.5,2014-10-11 04:58:51+00:00,1,0.17428801979796077,25.819330584032784
132493,9.5,2014-11-06 13:20:57+00:00,1,0.367998143257814,25.815347642513625
51851,8.1,2010-10-16 15:32:00+00:00,1,0.3140278670408034,25.793889174006082
137426,5.5,2014-10-31 22:47:00+00:00,1,0.21344835308968413,25.767357397642122
113924,10.0,2013-11-01 14:08:00+00:00,1,0.38845258964934953,25.743167291089122
171764,9.7,2010-09-01 10:21:20+00:00,1,0.3769637720918701,25.731915685616617
130830,5.0,2012-11-07 12:01:58+00:00,1,0.19462589177470752,25.690312601305042
195108,4.1,2010-03-23 13:36:46+00:00,1,0.15966356151782493,25.67899626579652
85016,9.5,2014-10-23 01:21:00+00:00,2,0.3705835638920646,25.635243776669355
18738,3.3,2009-08-12 12:42:00+00:00,2,0.12894260880973482,25.592781396795026
191304,3.0,2014-05-20 15:41:52+00:00,1,0.11722839520026271,25.5910694237097
86413,10.1,2009-07-02 18:19:00+00:00,5,0.3946978942601162,25.58919149779866
9381,2.5,2009-10-27 22:41:48+00:00,1,0.09790281030265233,25.53552847228402
55206,10.1,2012-02-29 08:54:41+00:00,1,0.3965018394461617,25.472769594481065
190059,6.1,2012-08-10 18:08:00+00:00,1,0.23977600960710063,25.440410030993178
26447,2.9,2012-07-20 13:01:00+00:00,1,0.11413027748057353,25.40955883064087
135520,4.5,2014-05-19 12:23:31+00:00,1,0.177265556375528,25.385642264687792
161604,12.1,2011-12-05 09:46:00+00:00,2,0.47741371486833123,25.344894005269897
45873,2.9,2009-07-17 22:03:00+00:00,1,0.11442180175127718,25.3448202668914
157693,10.5,2010-05-26 12:42:00+00:00,5,0.414663428150502,25.321741169296047
119952,8.9,2012-07-12 08:57:23+00:00,1,0.35174614605217586,25.302338347951164
107384,9.5,2012-11-30 12:33:51+00:00,1,0.37554493901822295,25.2965730941165
3760,5.7,2011-01-25 18:34:00+00:00,2,0.2257153133779074,25.25304958134004
169978,8.0,2013-09-23 11:20:00+00:00,5,0.3170694336481719,25.23106660882675
188548,5.3,2009-10-26 18:51:00+00:00,1,0.21028080959680448,25.20439221326139
89015,3.5,2014-07-12 02:55:55+00:00,1,0.13901455660227188,25.177219462086175
163191,3.7,2011-01-28 21:13:45+00:00,4,0.1469786960236166,25.17371632828667
363,5.0,2009-01-27 00:00:57+00:00,1,0.1986471806799056,25.170254029715412
130102,3.0,2012-12-21 21:21:47+00:00,1,0.11935971741891833,25.134107761589796
79006,2.9,2010-09-23 00:40:00+00:00,1,0.11549499161098704,25.109313915254855
141778,3.7,2009-12-31 14:15:00+00:00,1,0.14748439133606445,25.087400547824867
47911,2.5,2012-06-24 19:41:15+00:00,1,0.09990247221464121,25.02440574872593
43807,9.0,2013-10-31 00:19:00+00:00,4,0.3597512705935488,25.017284817788195
16867,4.9,2010-10-26 08:34:00+00:00,1,0.1959631995245855,25.004694819678363
83739,4.5,2011-10-02 21:05:00+00:00,1,0.18002002023269442,24.99721972135814
137317,8.5,2014-01-16 15:26:00+00:00,1,0.34014263565083874,24.98951648250698
188439,4.9,2011-06-27 13:28:00+00:00,5,0.19627634316799528,24.964801773416124
17054,2.5,2014-05-25 17:50:17+00:00,1,0.10022699124783715,24.94338070887615
18548,2.5,2010-09-29 21:41:25+00:00,1,0.10032120933757709,24.91995477833201
151604,7.7,2011-07-19 23:33:00+00:00,1,0.3094764112523588,24.880733135169802
137550,11.0,2015-05-22 01:46:46+00:00,1,0.44222149270887684,24.874412893453638
90863,10.0,2014-03-01 17:08:00+00:00,2,0.4021614956010452,24.86563261123403
193439,7.3,2010-10-18 10:22:00+00:00,2,0.29357799650610883,24.865623741825964
59025,5.0,2013-02-17 19:24:00+00:00,5,0.2013714237471276,24.829739527882346
69831,9.7,2010-08-13 12:39:00+00:00,6,0.3907526800576955,24.823886041083004
80640,3.0,2014-10-04 17:54:56+00:00,1,0.121153100880748,24.762057084720634
18294,12.1,2012-02-15 02:42:00+00:00,5,0.4887346962367624,24.75780846575763
153845,5.0,2012-09-27 00:18:00+00:00,1,0.2020223226231189,24.74974020236224
151005,11.7,2010-04-15 11:52:00+00:00,1,0.4731226439848983,24.729317331878654
9443,5.7,2010-06-24 15:58:00+00:00,1,0.2307483449313854,24.702235683185222
146748,4.9,2012-05-20 14:51:41+00:00,1,0.19846799122850778,24.689119740010593
95649,6.0,2013-04-04 18:34:00+00:00,1,0.24312325890132283,24.678839972424186
161714,4.9,2012-05-01 08:14:00+00:00,1,0.1985508805915489,24.678812732541278
168064,11.7,2011-08-31 08:37:00+00:00,2,0.4747564224268019,24.64421637561714
20979,9.7,2011-05-20 12:37:00+00:00,1,0.3936319819746758,24.642306632046086
150035,3.5,2012-11-25 15:42:00+00:00,1,0.14210774028566947,24.629200302279028
52906,4.5,2009-11-11 19:41:50+00:00,3,0.1827739256999292,24.62057967386397
125728,7.0,2014-12-01 12:39:43+00:00,2,0.2848052615782963,24.578197611969394
52475,9.0,2012-09-14 12:41:00+00:00,1,0.36726161862144446,24.505691702232475
26838,4.5,2009-08-16 13:11:00+00:00,5,0.1837842276024815,24.48523498835457
172617,3.7,2012-01-06 22:30:00+00:00,1,0.1514592152704539,24.429018685941802
142017,4.5,2009-10-21 21:24:00+00:00,1,0.1842206758917476,24.427225544673966
186888,5.7,2009-04-11 08:29:00+00:00,1,0.23337269620391507,24.42445107211465
140494,12.1,2010-07-13 19:49:00+00:00,1,0.49642816324395306,24.37412076085993
104856,2.5,2015-04-15 09:53:39+00:00,1,0.10287468073489682,24.301411991181595
45713,5.5,2014-11-05 22:09:46+00:00,1,0.22670017565434084,24.261119269647494
51546,4.5,2013-05-23 13:39:00+00:00,5,0.18558572943144677,24.247554021454263
11519,4.1,2011-04-07 10:32:00+00:00,1,0.1690957682680766,24.24661505130069
82479,3.3,2011-04-06 20:33:00+00:00,1,0.13648276117098065,24.178877769521964
151363,4.5,2013-01-14 15:21:00+00:00,6,0.18623982058947985,24.162394410372364
16068,2.5,2010-12-09 20:04:00+00:00,5,0.10350027887783071,24.154524288296276
33902,7.3,2010-10-10 15:36:02+00:00,2,0.3024349175696229,24.13742453636982
126940,4.1,2009-01-07 16:45:00+00:00,2,0.1699334754481666,24.12708849264128
104499,9.7,2011-09-03 03:52:18+00:00,4,0.402051587707021,24.12625716844199
29884,9.5,2012-09-09 15:21:00+00:00,1,0.3953330905656128,24.03036888819025
65735,5.5,2014-02-19 03:57:00+00:00,6,0.2294751157510111,23.967740388756145
123015,6.5,2010-03-12 06:32:00+00:00,1,0.27125158008007955,23.962994051798905
189496,3.0,2012-12-22 07:14:32+00:00,1,0.1254274334533584,23.918212446845477
197324,4.1,2010-06-16 20:42:00+00:00,1,0.17166556172753492,23.883648873659705
40351,4.9,2009-07-29 20:22:00+00:00,1,0.20522352353173628,23.876405178484582
23661,10.9,2010-05-17 11:54:37+00:00,1,0.4568302988472808,23.860063633047005
157605,2.5,2011-11-10 07:49:56+00:00,1,0.10492732995139316,23.826013691171855
167278,4.5,2014-10-16 16:07:30+00:00,2,0.18895897386342786,23.81469325321603
17639,3.0,2014-05-08 00:19:28+00:00,1,0.12623876448391472,23.764491139187747
58857,4.5,2014-11-03 09:16:00+00:00,1,0.18956199611281208,23.738935505416187
156605,3.3,2011-07-03 20:05:30+00:00,4,0.13925838904892288,23.696956589384907
63723,4.0,2015-01-17 23:47:56+00:00,1,0.16893694266329,23.677473600149387
190030,2.9,2009-09-28 15:53:00+00:00,5,0.12267661371985163,23.639387427358695
100861,6.0,2015-02-24 20:30:20+00:00,5,0.25386827973217074,23.634303609454314
84054,2.9,2011-08-31 12:43:27+00:00,1,0.12271759308328276,23.631493473245552
134751,4.1,2012-02-06 09:57:00+00:00,1,0.1734982911219787,23.63135667496274
68497,5.0,2013-07-13 19:41:55+00:00,1,0.21160525214175335,23.628903107993388
180738,10.1,2011-12-01 08:48:58+00:00,1,0.4279893672284853,23.598717102259318
199789,9.3,2010-10-14 12:56:00+00:00,5,0.39457250582341924,23.569812550907884
46218,8.9,2010-06-08 20:01:00+00:00,4,0.3778103756599497,23.55679084899059
78165,8.5,2010-09-05 21:41:00+00:00,1,0.36142722439503994,23.51787421168224
109923,8.5,2013-02-01 09:30:00+00:00,1,0.36179654671922384,23.493867139081672
199595,4.5,2014-09-20 02:56:35+00:00,1,0.19155356138111487,23.492123913304866
110347,5.5,2015-04-26 09:07:39+00:00,5,0.23430247435052212,23.473930504770802
59850,6.5,2012-11-09 09:18:00+00:00,1,0.27693126366334825,23.47152832806097
133909,4.5,2010-04-16 10:30:00+00:00,1,0.19180531573094992,23.461289291441023
91710,8.9,2009-07-28 14:45:00+00:00,1,0.3794945018749063,23.45225018025091
7612,2.5,2010-05-25 08:02:32+00:00,1,0.10663912654816393,23.44355285834854
22149,4.9,2011-09-24 22:47:00+00:00,1,0.2093207793128333,23.40904718626559
165431,3.4,2009-02-07 03:49:28+00:00,1,0.14567934924061005,23.338929077617028
26827,3.0,2014-05-31 11:49:00+00:00,1,0.12859897925430275,23.328334465762286
183525,7.5,2015-02-05 14:24:39+00:00,1,0.32201879272286715,23.290566170324663
53116,5.0,2012-12-09 12:37:00+00:00,1,0.21523752701859206,23.230149822192036
196194,5.3,2010-02-13 09:26:00+00:00,1,0.22817489523179346,23.227796356018697
193454,6.0,2013-10-29 23:55:49+00:00,1,0.25844204104874585,23.216037048973448
195072,4.0,2014-08-08 16:37:00+00:00,5,0.17239300956890966,23.202796969566815
22184,7.0,2012-09-09 20:41:00+00:00,1,0.30201349768425145,23.17777203228959
99287,3.0,2015-01-31 12:53:58+00:00,2,0.1295592500044505,23.155428885988044
19832,5.5,2013-06-12 12:53:00+00:00,6,0.23814252246895207,23.095413380938993
135887,5.0,2014-11-03 20:17:44+00:00,1,0.21661909667068358,23.081990816355766
38484,11.3,2010-06-26 14:09:00+00:00,1,0.4902978985099655,23.047212795202963
168150,6.5,2010-06-27 22:54:08+00:00,1,0.2829478707354281,22.972429455310724
180976,6.5,2014-02-17 02:23:00+00:00,1,0.28299234389068006,22.96881926427999
119912,3.3,2012-05-13 02:27:00+00:00,3,0.14374651147022569,22.957078862282728
15102,5.7,2010-09-19 19:00:00+00:00,2,0.24836168098553757,22.950400308862132
1119,9.7,2009-08-26 13:09:00+00:00,1,0.4229150616882931,22.93604763395569
11770,4.5,2013-08-26 01:28:00+00:00,1,0.19676857653283067,22.869505280225365
146766,8.5,2014-04-03 11:46:00+00:00,1,0.3717325993766834,22.865898805358192
78169,3.0,2013-03-02 10:27:20+00:00,1,0.1312480813078899,22.857477001605943
120398,2.9,2010-10-23 21:09:00+00:00,3,0.1270545314704921,22.824845099472217
165157,2.5,2010-02-15 09:39:00+00:00,1,0.10958053373449,22.814271064397413
149888,5.7,2011-11-26 09:37:00+00:00,1,0.2501689193518171,22.784604957196887
84649,2.9,2009-09-08 09:01:00+00:00,2,0.1274919734697407,22.74653000557948
143634,10.5,2011-04-05 15:54:00+00:00,2,0.4630328795239233,22.676575388762434
150887,4.5,2012-02-24 17:35:00+00:00,1,0.19863384308091792,22.65474971536862
109039,6.5,2010-09-28 16:57:34+00:00,1,0.287926931690935,22.575171977928054
10971,8.5,2011-04-14 13:28:24+00:00,1,0.3766648609812421,22.56647986185072
117951,6.1,2009-04-03 07:58:50+00:00,1,0.27041512827345343,22.557909533195428
181062,6.1,2011-05-05 10:14:00+00:00,1,0.27046744869845113,22.553545830947648
135210,10.1,2010-04-05 17:11:17+00:00,1,0.44796517371144845,22.546395551958234
14763,5.0,2014-01-28 19:18:41+00:00,1,0.22179046311811249,22.54380071039076
77273,9.5,2014-05-20 17:13:00+00:00,1,0.42144822867267867,22.541321457014014
196862,9.5,2013-03-15 09:52:00+00:00,1,0.4215012442934939,22.53848625268848
133455,9.3,2010-12-20 13:22:34+00:00,1,0.412810959982732,22.528471628730554
55302,9.5,2013-08-16 15:11:51+00:00,1,0.42172858141693403,22.526336650178337
90475,10.5,2010-10-21 22:51:00+00:00,5,0.466445217278629,22.510682093086768
110315,3.3,2010-07-07 13:44:00+00:00,1,0.14667286806065474,22.499048690009428
126015,8.9,2011-07-21 21:42:00+00:00,1,0.3959252177694691,22.47899249797749
102761,8.0,2013-06-28 08:57:00+00:00,1,0.3561968382542984,22.459491889954922
22116,4.1,2010-02-20 20:20:00+00:00,1,0.18266805508728037,22.445084872891346
2959,3.5,2013-08-20 16:11:00+00:00,5,0.15598093665342255,22.438639458722616
168140,2.9,2010-08-22 19:08:00+00:00,1,0.12924323653662545,22.438311494761944
53489,7.3,2010-06-25 12:55:00+00:00,3,0.3255026972617721,22.426849489757917
132073,2.5,2009-03-10 18:06:00+00:00,1,0.11151231066760021,22.419049385964993
75510,4.9,2011-06-13 23:26:00+00:00,2,0.21860697424828726,22.41465541915752
148419,2.5,2010-06-07 14:17:00+00:00,1,0.11156626743668194,22.408206866101747
28986,3.3,2012-01-24 19:32:00+00:00,1,0.14728092695306327,22.406159903187408
7268,5.5,2015-05-06 19:20:57+00:00,1,0.24549217230420062,22.40397299994029
157932,7.5,2013-01-05 17:06:00+00:00,5,0.33504874814123026,22.38480233580395
166369,4.5,2011-07-12 23:26:00+00:00,5,0.20108204631544122,22.3789248341981
13173,6.9,2010-09-09 12:57:00+00:00,5,0.3086322807182819,22.35670223458669
90369,5.7,2009-11-13 13:38:10+00:00,1,0.2550039678204974,22.352593368321035
2198,2.9,2009-03-26 23:13:00+00:00,5,0.12979897271076846,22.342241540401716
134712,7.5,2014-12-06 22:32:00+00:00,1,0.3357239521918723,22.33978228551776
33678,3.0,2013-05-07 23:20:00+00:00,1,0.134476793615391,22.30868181301318
179875,3.0,2014-09-25 21:08:00+00:00,1,0.13447945196842703,22.308240821090923
89097,9.3,2012-08-06 19:46:00+00:00,6,0.4176709706388164,22.266330805264975
139260,4.5,2010-06-05 10:36:00+00:00,3,0.20216199219808623,22.25937700292706
67167,8.0,2015-04-20 09:50:13+00:00,1,0.3598552453966817,22.231161285925694
53315,2.5,2012-05-08 06:11:11+00:00,1,0.11246233944917662,22.22966383453002
149205,10.1,2010-09-07 14:10:00+00:00,2,0.45437277313694846,22.228444566056446
162123,3.5,2015-02-04 14:34:23+00:00,1,0.15749799018863553,22.222505797109193
127981,3.0,2012-09-24 10:09:18+00:00,1,0.1350683161815805,22.210982448074045
10967,3.4,2009-04-09 03:37:29+00:00,1,0.1530967101269587,22.208184599005936
102979,2.5,2011-08-13 20:40:00+00:00,1,0.11267751943035166,22.18721190028773
81509,4.0,2014-11-28 11:04:00+00:00,1,0.18031876161204188,22.182938504236464
165400,3.5,2015-04-10 14:10:29+00:00,1,0.15782425964577876,22.176565300261256
4090,3.0,2012-10-10 05:04:40+00:00,1,0.13543895978532963,22.150199652706956
10644,2.5,2009-04-07 05:10:00+00:00,1,0.11289813798195152,22.143855024426205
186927,8.5,2013-12-09 07:34:00+00:00,2,0.3841243460315881,22.128251145271093
168134,3.7,2009-11-11 19:03:00+00:00,1,0.16755507417629317,22.08229155810013
74468,7.0,2013-05-07 17:21:00+00:00,5,0.3170081792278478,22.08144918232154
118672,7.0,2014-12-15 12:08:02+00:00,1,0.3170857985866008,22.076043869521317
155180,5.7,2011-07-30 19:39:29+00:00,1,0.25844864616858354,22.05467153533451
193671,6.5,2009-06-25 03:30:58+00:00,1,0.29476102212171157,22.051762316511596
109642,4.9,2011-08-18 16:45:00+00:00,1,0.22245483748513506,22.02694288600233
127902,2.5,2014-11-04 20:50:00+00:00,3,0.11366933573579048,21.993618453185327
62566,5.5,2014-11-18 11:33:00+00:00,1,0.2500998787914874,21.99121417641888
162951,3.7,2009-08-07 22:09:00+00:00,5,0.1683808564055368,21.9739944254039
61942,6.5,2013-11-19 19:45:00+00:00,1,0.2959886091221877,21.960304551168456
172731,4.9,2012-04-28 09:14:00+00:00,6,0.22319959327333433,21.953445022632142
178981,8.9,2010-09-12 21:05:00+00:00,1,0.4064931921358757,21.894585622051594
112568,3.0,2013-07-24 21:47:00+00:00,3,0.13704014595220781,21.89139524885093
15373,3.7,2010-11-22 15:54:00+00:00,1,0.16940857216447067,21.840689362565712
156236,4.5,2009-10-16 09:54:06+00:00,1,0.20628921283239698,21.81403447235071
133919,3.7,2009-10-11 00:00:00+00:00,1,0.16963216884899213,21.811900567596755
105865,4.5,2009-04-03 12:58:32+00:00,1,0.20639148166181956,21.80322542271112
78054,3.7,2009-02-14 13:11:47+00:00,2,0.1697145443727743,21.80131357435713
147712,2.5,2013-04-01 08:09:46+00:00,2,0.11468380827241097,21.79906682259535
130186,8.5,2012-06-13 15:17:00+00:00,1,0.39001469463069516,21.794050626858173
143597,3.3,2010-07-15 15:01:00+00:00,1,0.15163892944016835,21.762221694542294
120804,6.0,2015-06-24 19:02:37+00:00,2,0.27638053496681714,21.709198879437633
102363,3.3,2012-05-14 18:12:26+00:00,1,0.15205683483228463,21.702411493964266
73890,6.1,2009-10-06 21:26:50+00:00,2,0.28110934216902117,21.6997412925974
198917,7.5,2014-01-07 18:31:21+00:00,1,0.3459651790851977,21.678482267584055
91521,2.5,2011-12-17 11:13:18+00:00,1,0.11544487520429815,21.655357118069126
69968,6.1,2009-08-15 19:47:00+00:00,1,0.2829906960478555,21.555478979310514
29740,2.5,2010-06-28 22:24:58+00:00,1,0.1159982028781184,21.552058031681742
182852,2.5,2010-03-16 20:05:50+00:00,1,0.11603708002336781,21.544837214936333
192685,7.3,2011-10-08 23:27:20+00:00,1,0.3394190976375286,21.507334297953363
103929,4.1,2012-04-28 21:24:00+00:00,4,0.19070327288266986,21.499368825843504
35797,6.5,2010-04-16 22:43:00+00:00,1,0.30235422133917517,21.49796345230591
172832,4.9,2012-02-01 22:55:23+00:00,2,0.22805746172340047,21.485813105922254
55161,2.5,2012-04-03 13:54:00+00:00,1,0.11642025153899994,21.473927147138298
67457,7.0,2015-06-11 19:53:00+00:00,2,0.32602169632957234,21.470963677594526
73004,6.1,2012-04-13 22:45:00+00:00,1,0.2841731792136135,21.46578370583882
138284,4.5,2011-11-05 10:56:00+00:00,1,0.20967130730112873,21.4621640792134
18061,2.5,2009-11-13 12:19:00+00:00,2,0.1165810999853738,21.444299293055636
58085,6.0,2014-08-29 01:00:00+00:00,1,0.280208920860867,21.41259450829261
96571,2.9,2011-09-15 06:41:00+00:00,5,0.13557635154456688,21.390161093446356
140924,4.5,2010-08-04 00:26:00+00:00,1,0.21057018999640692,21.37054632508422
12595,8.0,2012-11-08 21:58:00+00:00,1,0.3744234343425823,21.366184021164454
174079,4.9,2011-10-08 17:39:00+00:00,5,0.22935542252842536,21.36422128581989
123867,9.5,2013-01-26 21:32:00+00:00,1,0.44472204298099344,21.36165757901506
81552,4.5,2010-05-19 00:49:52+00:00,2,0.210756768132558,21.351627470248882
122920,6.5,2009-11-18 19:49:00+00:00,1,0.30464272309862445,21.336468942656158
104037,7.3,2009-10-21 12:00:44+00:00,1,0.3421545009450973,21.335390824425748
140770,4.1,2010-01-22 09:35:00+00:00,5,0.19231242112607624,21.319475757169737
12555,10.1,2012-08-25 16:39:00+00:00,3,0.4737890679642326,21.317503258142864
181361,4.0,2015-02-11 11:43:06+00:00,1,0.1877669521529737,21.30300329283292
187986,9.5,2013-08-26 09:57:00+00:00,1,0.44662163671170985,21.27080109675063
64711,5.3,2009-09-23 08:54:00+00:00,3,0.249374547503462,21.253171396437004
127882,4.9,2009-02-26 15:38:00+00:00,2,0.23121397605815722,21.192490538580177
89724,6.5,2014-03-17 07:38:01+00:00,1,0.30712519687139145,21.164007597598292
75924,4.9,2010-05-01 23:13:00+00:00,1,0.23167144405386844,21.15064297203866
178855,2.5,2014-08-19 20:59:44+00:00,1,0.118392739636476,21.116159721248373
170232,5.5,2013-09-21 17:30:00+00:00,1,0.2604949247322688,21.113655114980777
48509,7.3,2009-09-02 07:39:33+00:00,1,0.3462812441824135,21.08113021609255
183773,2.5,2013-11-12 11:44:00+00:00,1,0.11877585486487659,21.048048888758444
146071,6.1,2011-07-04 20:52:00+00:00,5,0.2898171261368026,21.047755463286915
26176,10.1,2010-09-22 17:05:00+00:00,5,0.48145326490652757,20.97815247334729
179146,2.5,2012-05-13 17:00:14+00:00,1,0.11924798460470878,20.964714903041486
87333,4.1,2009-01-17 14:46:00+00:00,2,0.19557077655984353,20.964277343069316
2239,4.1,2012-08-31 21:17:00+00:00,2,0.195598240556425,20.961333743783122
155182,5.7,2009-06-19 23:30:00+00:00,1,0.27198212696011026,20.95725944828713
143959,5.3,2009-04-02 12:27:25+00:00,1,0.2529803193120628,20.95024630537448
165700,5.7,2011-02-24 22:27:00+00:00,1,0.2724139462830919,20.92403886721928
93110,3.7,2010-04-15 21:07:00+00:00,1,0.17689278454596352,20.916624776397246
135116,5.3,2009-02-10 12:33:00+00:00,2,0.2536066364497639,20.89850673544917
179679,3.5,2013-03-08 14:40:00+00:00,5,0.16752265360439714,20.892696746943912
364,6.9,2009-10-27 08:49:00+00:00,1,0.3303539241347845,20.886689988839965
151648,4.5,2009-09-24 11:57:16+00:00,1,0.21551356838974278,20.880355857047626
130961,6.9,2009-06-17 14:56:00+00:00,1,0.33072485780656724,20.863263940189338
8915,5.5,2015-06-16 17:28:15+00:00,1,0.263876172449422,20.843109663697287
167142,3.3,2010-12-21 14:38:41+00:00,2,0.15833041941514903,20.84248884194048
25036,4.5,2012-10-05 18:36:00+00:00,2,0.21608790651619522,20.8248581447696
168414,6.1,2010-05-20 14:26:00+00:00,3,0.29294562978417077,20.822976620249317
23447,3.5,2013-04-01 02:41:45+00:00,1,0.16810806118897084,20.81994150218435
174197,7.7,2009-12-01 19:01:00+00:00,1,0.3700339496897022,20.808901470951398
81031,7.0,2014-03-26 08:08:00+00:00,5,0.336432239091713,20.806567227024185
199988,3.7,2011-10-09 02:02:40+00:00,1,0.17783570158080378,20.805721051005158
70876,2.5,2014-01-12 14:01:00+00:00,1,0.12032216272623851,20.77755205986526
92356,2.9,2012-04-06 20:14:00+00:00,2,0.13969760790251695,20.759124250886693
158577,6.1,2009-10-23 13:16:00+00:00,6,0.2940686210182118,20.743457696638174
52134,6.5,2011-12-19 10:16:00+00:00,3,0.31338169961687484,20.741479186393406
126244,3.3,2012-05-12 17:47:00+00:00,1,0.1593793124709514,20.705322095058353
99243,2.9,2010-02-26 05:10:00+00:00,1,0.1406126658547948,20.624031145207905
820,6.0,2014-06-17 20:36:21+00:00,1,0.29093065079424013,20.623471551106807
